,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,random spatio-temporal X_st rnd d_c train,random spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,random spatio-temporal X_st min d_c train,random spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,random spatio-temporal X_st max d_c train,random spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,random spatio-temporal X_st avg d_c train,random spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","random spatio-temporal X_(t,s) rnd d_c train","random spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","random spatio-temporal X_(t,s) min d_c train","random spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","random spatio-temporal X_(t,s) max d_c train","random spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","random spatio-temporal X_(t,s) avg d_c train","random spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","random spatio-temporal Y_hat_(t,s) rnd d_c train","random spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","random spatio-temporal Y_hat_(t,s) min d_c train","random spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","random spatio-temporal Y_hat_(t,s) max d_c train","random spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","random spatio-temporal Y_hat_(t,s) avg d_c train","random spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","random spatio-temporal Y_(t,s) rnd d_c train","random spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","random spatio-temporal Y_(t,s) min d_c train","random spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","random spatio-temporal Y_(t,s) max d_c train","random spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val","random spatio-temporal Y_(t,s) avg d_c train","random spatio-temporal Y_(t,s) avg d_c val"
26,0.5186651,0.45084056,0.36517733,0.51214105,0.32629618,0.5028591,0.43947762,0.44799334,0.2946142,0.5912622,0.30761755,0.60617226,0.2628451,0.609071,0.24898954,0.5535912,0.46160257,0.4996718,0.46605235,0.44702324,0.45578694,0.48509753,0.5182174,0.4646444,0.39972922,0.46526223,0.47976768,0.4251102,0.46020573,0.51508427,0.27164936,0.627958,2.8690472,0.24118863,0.8639841,0.30174267,0.7859108,0.39317974,0.550659,0.37293,2.551839,0.2800667,1.0298647,0.28995073,2.6831787,0.28007653,1.2016777,0.30830458,1.5382112,0.5074163,1.101074,0.35396904,1.5654019,0.5425515,1.3472286,0.43601617,1.5457451,0.77422994,1.3498089,0.5925529,1.8154567,0.5358589,1.1086075,0.40037864
27,0.4114015,0.46901906,0.3516216,0.46139535,0.36294657,0.50440675,0.35293368,0.5188516,0.27962872,0.58508253,0.31004086,0.6090836,0.22309573,0.66354555,0.2523636,0.5746859,0.40562293,0.5033676,0.41700688,0.44311732,0.41834328,0.5017563,0.50433344,0.42213595,0.41727626,0.47482163,0.40970367,0.45820612,0.4720579,0.49692163,0.2839043,0.4935184,2.6971934,0.22427619,0.8508338,0.2980206,0.7516191,0.4020349,0.5299203,0.4418946,2.3622117,0.31017986,0.9647646,0.3026073,2.5627055,0.31503364,1.0996205,0.28776374,1.6009783,0.55517644,0.9975407,0.39299566,1.8509473,0.55096966,1.2509639,0.3666275,1.5361378,0.58366233,1.258269,0.53105026,1.7931435,0.5489871,1.0586491,0.5185454
28,0.38993394,0.44481406,0.3374649,0.44512412,0.28686923,0.56188095,0.36835906,0.44199243,0.27674776,0.580662,0.28977895,0.60104114,0.65066206,0.56643593,0.4398008,0.550398,0.9357309,0.44503114,0.43184432,0.43110424,0.41263422,0.50948703,0.442593,0.43833873,0.36352438,0.484301,0.37331966,0.42960986,0.44353467,0.5084789,0.28092125,0.536145,2.5418396,0.22528635,0.77857226,0.3039228,2.2581356,0.25993153,0.5439051,0.38923788,2.2158494,0.28163537,0.91800004,0.29387307,2.479819,0.2781449,0.94713813,0.2880694,1.4936169,0.41597846,0.9083815,0.4345001,1.6681879,0.51111925,1.0742226,0.47548884,1.4588374,0.84107274,1.1839879,0.54697853,1.6354802,0.5869294,1.0056444,0.51656544
29,0.36641562,0.5395091,0.2840013,0.46352223,0.31812721,0.5392159,0.3596129,0.45100382,0.24727607,0.5898864,0.2770475,0.62707436,0.47262445,0.5663849,0.39210507,0.5224648,0.7340206,0.44461975,0.39417198,0.47144502,0.42055607,0.50082797,0.4133296,0.48170993,0.39121944,0.4526361,0.3340638,0.43840784,0.43470922,0.5368924,0.66497374,0.45492068,2.5407975,0.23199429,0.7379627,0.2997776,1.9671144,0.2795506,0.5240892,0.385422,2.0517926,0.29884562,0.93519527,0.3348001,2.208628,0.28424254,1.0021135,0.29486284,1.7322757,0.31593204,0.88786024,0.425138,1.6123732,0.5414625,1.1209437,0.48594776,1.4555054,0.72605854,1.1106601,0.6489703,1.5836403,0.49803123,1.0251243,0.5066805
30,0.2994343,1.1322876,0.26417968,0.50618,0.32334033,0.5020914,0.32397458,0.48091447,0.23732647,0.6219572,0.61405617,0.56542873,0.45250136,0.5406866,0.35936022,0.51965684,0.8227714,0.42770448,0.42570496,0.45968664,0.7416179,0.44831318,0.3877589,0.43459243,0.34551138,0.4819291,0.3743993,0.44056675,0.5972384,0.4643733,0.575023,0.4468969,2.2969348,0.25898498,0.68701625,0.30549785,1.7773725,0.2525285,1.0869913,0.3295636,2.1048903,0.31926274,0.8008194,0.3152466,2.1847112,0.28479022,0.96377337,0.30378515,1.6041139,0.30617264,0.8736248,0.44444093,1.5793396,0.48850635,1.1257796,0.4197603,1.3659502,0.61453825,0.99883276,0.49494827,1.4896176,0.58776647,0.9738401,0.48121634
31,0.42339468,0.52917004,0.25960127,0.47643632,0.28459507,0.5187452,0.3062785,0.45354208,0.25402418,0.57433844,0.50435686,0.5616666,0.377311,0.5754501,0.28956982,0.515902,0.67260325,0.42627552,0.40944618,0.45129743,0.6110871,0.43455103,0.3682098,0.45769927,0.3486865,0.46112588,0.31325656,0.42922482,0.46788803,0.47399172,0.5541374,0.42865747,2.1705723,0.2635496,0.6324442,0.29962236,1.555069,0.26294577,0.9025313,0.32954282,1.8898919,0.33099905,0.80420566,0.32597125,2.0423617,0.28626618,0.8852503,0.28800568,1.5102811,0.40081915,0.80842876,0.38573393,1.4699725,0.5143565,1.0122838,0.38280776,1.367958,0.9406103,0.9713155,0.5306608,1.4639148,0.64528316,0.9317868,0.5367479
32,0.30627805,0.51273656,0.23226333,0.47733405,0.2606471,0.50876004,0.28375855,0.45272723,0.21278284,0.58348924,0.49051788,0.559896,0.35771096,0.54588044,0.25111526,0.5404161,0.6553752,0.42934257,0.66162413,0.43617478,0.49433762,0.44037086,0.35942093,0.43523404,0.3428071,0.48582464,0.31447658,0.43243438,0.43274105,0.468213,0.4934483,0.41260636,1.9982183,0.23900875,0.59649026,0.310012,1.6246223,0.26288497,0.76782626,0.35160908,1.8281853,0.3287909,0.74283624,0.29523173,1.9848083,0.28380427,0.8122451,0.3071631,1.5350417,0.4325795,0.7781211,0.38168123,1.4743422,0.591913,0.9075512,0.44309348,1.3057171,1.1533201,0.98044014,0.56753576,1.4430399,0.7911593,0.88764125,0.4592639
33,0.3716969,0.50162625,0.21204022,0.5134829,0.24721868,0.53192633,0.2608282,0.50088567,0.18120793,0.5760125,0.4375791,0.55683494,0.3424536,0.557727,0.26855376,0.54182154,0.53128386,0.46491143,0.5663357,0.3988107,0.45974565,0.4228003,0.30244625,0.43860346,0.30283386,0.45534927,0.26760593,0.42909634,0.37565652,0.52473646,0.47201115,0.41853556,2.0191138,0.23140834,0.5917759,0.31690162,1.5237259,0.2602931,0.70890266,0.33270007,1.7706323,0.28527188,0.7835558,0.32627884,1.7760065,0.32374704,0.80106044,0.28458637,1.4261967,0.31643265,0.70897555,0.39968693,1.3947648,0.58185786,0.9107264,0.44199786,1.2803807,0.80312836,0.96266365,0.557817,1.336327,0.6945145,0.88656753,0.4534846
34,0.2782525,0.82274586,0.22095092,0.4766568,0.22914992,0.5457247,0.2624824,0.46615925,0.21447773,0.5790888,0.39463905,0.5757616,0.31929922,0.5536838,0.23241356,0.5507418,0.5333803,0.42640054,0.4648029,0.40185204,0.47160605,0.46034548,0.3175509,0.44766825,0.69680285,0.428716,0.29091805,0.45647952,0.37542668,0.4792013,0.40866876,0.48887578,1.8824509,0.2565558,0.5640421,0.30398616,1.4828427,0.25892502,0.67373854,0.31481346,1.6494133,0.3127173,0.65388244,0.33913934,1.856113,0.27632573,0.828257,0.36162546,1.3748705,0.30811945,0.7138525,0.3554012,1.354459,0.49652904,0.86195546,0.48919716,1.2105153,0.95500284,0.89154994,0.70148104,1.3299726,0.642042,0.8712597,0.4531237
35,0.30977136,0.5008362,0.23268819,0.46876064,0.25707215,0.58033323,0.2730444,0.48552763,0.21414095,0.5787214,0.35494837,0.5929317,0.3058029,0.5488686,0.25887316,0.5300797,0.48770142,0.4598816,0.4308855,0.39041394,0.42569998,0.44167876,0.27866134,0.4994759,0.5323949,0.40960827,0.25884354,0.45314726,0.34084004,0.47649658,0.3606988,0.4379826,1.7756387,0.2445473,0.5332433,0.30098584,1.3539044,0.28300446,0.6214904,0.35713547,1.4923397,0.29697546,0.7127589,0.30202696,1.6548144,0.28688106,1.4210933,0.2437658,1.3155537,0.39060065,1.2944866,0.29974863,1.3390417,0.51042944,0.8240853,0.43585402,1.4644707,0.63492745,0.9195043,0.5050952,1.2848444,0.53508407,0.7916293,0.46904555
36,0.2726866,0.59890205,0.2092685,0.5450721,0.3631674,0.49524748,0.26483065,0.45683387,0.18248132,0.5821464,0.36463377,0.56981057,0.2835714,0.5558588,0.2120994,0.5328643,0.56763583,0.44243175,0.42273828,0.38978487,0.36161318,0.44755906,0.28591332,0.44485053,0.4747909,0.42850152,0.238956,0.4658185,0.34783992,0.46671772,0.35038656,0.42653176,1.6987269,0.2700244,0.52049816,0.30454937,1.3427886,0.26200408,0.550096,0.3333978,1.5690342,0.31803194,0.668995,0.31498656,2.6592407,0.20860778,1.0699464,0.25051525,1.3104134,0.37173653,1.1429571,0.2983679,1.2812939,0.56058526,0.8082709,0.46040264,1.3621014,0.68999475,0.8876998,0.5697235,1.2296607,0.7098698,0.7577146,0.5320927
37,0.27037364,0.46446446,0.23207027,0.48315486,0.30983165,0.50837094,0.22839424,0.4552311,0.17021704,0.5728972,0.33361295,0.56610125,0.25245684,0.5631473,0.22147293,0.543032,0.44982144,0.43263263,0.3960154,0.41090664,0.3459829,0.47769275,0.26591906,0.48963803,0.40964267,0.4295827,0.82456076,0.4344601,0.3620723,0.44686452,0.31426057,0.47737253,1.5635587,0.2734647,0.50239885,0.30781618,1.228273,0.2955563,0.56197155,0.33396357,2.0881674,0.21660691,1.2623132,0.25498685,2.298019,0.19538991,0.9754627,0.2377393,1.2409759,0.3982163,0.99054044,0.30858713,1.2062572,0.58218944,0.80179876,0.45773354,1.2603241,0.62877476,0.8417688,0.537437,1.1874965,0.57790816,1.4536399,0.38499862
38,0.24605441,0.4616013,0.17814137,0.47293854,0.297449,0.4865982,0.22034962,0.4828482,0.17777991,0.58146465,0.27282175,0.5631821,0.25923464,0.55767804,0.20284924,0.5478839,0.41694364,0.4462133,0.36585575,0.3994799,0.33676726,0.469752,0.61696947,0.43609956,0.413643,0.40224037,0.64443386,0.4203975,0.26815802,0.4846733,0.29643777,0.43304986,1.9228785,0.18825547,1.1793337,0.265739,1.2254217,0.26494452,0.5367531,0.34157482,1.9159462,0.21253604,0.9802005,0.27601433,2.2164934,0.19477823,0.9285533,0.24125606,1.1873645,0.36951283,0.8944076,0.32549432,1.2045095,0.46076393,1.3888218,0.38481927,1.273074,0.66449195,0.78178144,0.55381817,1.1452861,0.619768,1.1788294,0.44612023
39,0.47867227,0.4472937,0.44824934,0.4709448,0.25146168,0.52479196,0.42697096,0.4499008,0.15296991,0.6030672,0.28752932,0.5704563,0.26654664,0.56919223,0.19695684,0.5285396,0.3879052,0.42808378,0.3598214,0.38793093,0.32651716,0.49218017,0.4818071,0.42009485,0.3566822,0.43916395,0.5189252,0.42912385,0.28989753,0.46894962,0.30089414,0.44766977,1.7625293,0.1888327,0.9219166,0.261057,1.1390619,0.28158382,0.49514732,0.33518338,1.7677013,0.21589535,0.87660503,0.25504994,2.0914288,0.20063455,0.94082874,0.27655572,1.1493932,0.4301062,0.8872283,0.2964498,1.1087744,0.52264184,1.1737344,0.33376175,1.2399583,0.6060205,0.7778526,0.7785794,1.1481359,0.6077291,1.1303073,0.4000359
40,0.40361053,0.42012313,0.40139914,0.49381748,0.22722487,0.50792116,0.37529132,0.441398,0.15608978,0.57861346,0.25696048,0.56501204,0.22352101,0.56278694,0.19628474,0.54629546,0.37998313,0.44697204,0.3538717,0.40319797,0.30187353,0.45047668,0.41733018,0.413351,0.37912902,0.41009498,0.47785884,0.4056053,0.2691304,0.5378743,0.29438102,0.42450845,1.6950192,0.1852531,0.8660541,0.2718934,1.1271715,0.28057066,0.45009133,0.33557138,1.7035656,0.20875916,0.8787128,0.2809319,2.1026852,0.1964693,0.83705455,0.24980451,1.1472167,0.36418173,0.8062419,0.33191222,1.1441396,0.56386703,1.0742373,0.42188153,1.132104,0.71896225,0.7478002,0.56556374,1.3294158,0.55198836,1.014913,0.40774503
41,0.35892648,0.450122,0.3162557,0.45207933,0.2051019,0.48345208,0.2817516,0.48026195,0.1606798,0.5780764,0.25449997,0.57797027,0.27774045,0.5502487,0.18239537,0.5331721,0.36489162,0.44479677,0.33483604,0.42399085,0.24739231,0.50182056,0.40440887,0.41391215,0.34022623,0.41611847,0.43576393,0.4022627,0.2664865,0.46285063,0.29730314,0.42798686,1.6058747,0.19138907,0.79559165,0.27094603,2.6858633,0.17191741,0.43691322,0.33730763,1.5770451,0.20554909,0.7509601,0.26918012,1.9352261,0.19738898,0.78822774,0.23965606,1.3281673,0.3442801,0.7680823,0.39306915,1.0528945,0.4752885,0.99637556,0.3994969,1.1167027,0.6817351,1.3647748,0.4571533,1.1956757,0.55120355,0.9587605,0.44786185
42,0.32277453,0.44461435,0.2875322,0.46500635,0.23903416,0.4985134,0.30517724,0.4478065,0.1264669,0.6928764,0.22909237,0.5655144,0.2155068,0.5590163,0.6631865,0.5096969,0.97432655,0.39762774,0.30897918,0.41962945,0.30500495,0.48772752,0.3623666,0.40890753,0.30552283,0.41602266,0.4231485,0.41235164,0.2458576,0.48079097,0.2409505,0.45279565,1.5074489,0.18527713,0.7587587,0.27936462,2.3691592,0.17477876,0.46397826,0.3422603,1.5861121,0.20891783,0.73876786,0.24867822,1.8120801,0.19769287,0.8244159,0.23077962,1.2496631,0.3379871,0.7392863,0.30309397,1.0612829,0.55821055,0.88469887,0.4027737,1.1495261,0.6881384,1.129822,0.48683947,1.181976,0.680879,0.8863632,0.44777808
43,0.30993637,0.49022675,0.27535605,0.49931076,0.20027547,0.5351054,0.28299192,0.4355203,0.14143822,0.60862076,0.24114843,0.5743772,0.22415505,0.56995475,0.52711135,0.5181602,0.7740561,0.3884952,0.3050271,0.40158856,0.27092433,0.45884687,0.3367747,0.42856437,0.3450908,0.41331977,0.38771668,0.41770226,0.24266182,0.48556828,0.5726118,0.4324184,1.4273596,0.18583897,0.6684218,0.2609846,2.1153827,0.17622462,0.40601027,0.3377968,1.4947472,0.20366804,0.6931954,0.25929764,1.7294325,0.19358473,0.68853456,0.24167915,1.2187169,0.3367197,0.6441407,0.33491623,1.0453857,0.5253983,0.9083523,0.34307113,1.0320984,0.7727835,1.0486473,0.47131234,1.0938491,0.5639172,0.8403797,0.46741164
44,0.28391224,0.47651687,0.2638633,0.5609845,0.18945262,0.49279442,0.26247448,0.4522311,0.1405964,0.5866799,0.44867548,0.58080846,0.17089716,0.5936608,0.4491935,0.52785516,0.66747594,0.39909732,0.28540722,0.4012176,0.8236021,0.4334539,0.29873186,0.41005263,0.30001894,0.41148692,0.3742217,0.4062469,0.21881025,0.501193,0.4411357,0.43995756,1.4012445,0.18428972,0.59406316,0.2696159,2.0489001,0.17617169,0.4035697,0.34874085,1.4720595,0.20589913,0.6371957,0.25694695,1.613289,0.21258791,0.6734761,0.24715179,1.1428237,0.29542342,0.7025188,0.32108346,0.9508655,0.5168337,0.80457956,0.41178668,1.0434186,0.72037494,0.96657175,0.548225,1.0325782,0.5188184,0.7942377,0.4371386
45,0.27833363,0.4378799,0.2454386,0.51736534,0.20753706,0.48972717,0.25960755,0.44493696,0.1335227,0.58671814,0.37602335,0.58068293,0.19030987,0.5838194,0.362997,0.5150297,0.6388675,0.4021973,0.28832647,0.406141,0.71439296,0.40208563,0.32781118,0.41614532,0.28812364,0.42954233,0.3379849,0.41791996,0.2507013,0.46960354,0.4603801,0.41628417,1.3410233,0.18620695,0.5985694,0.2632906,1.9605837,0.17557599,1.1449405,0.2753597,1.3718271,0.20823857,0.62969774,0.25826594,1.6246078,0.19300838,0.72266364,0.2570984,1.0975202,0.4176781,0.6380477,0.3149592,1.0046825,0.59546036,0.8369794,0.34778598,1.0452685,0.7198791,0.94363046,0.5025227,1.0593277,0.53901994,0.8413602,0.5313054
46,0.2471585,0.46510983,0.2338376,0.4879808,0.17762992,0.50356555,0.2089975,0.46315417,0.12933971,0.667797,0.3178564,0.5697489,0.15475576,0.54928404,0.38273212,0.54340017,0.58084637,0.38720718,0.2358197,0.40714404,0.6124569,0.38207924,0.28103125,0.44160032,0.28327084,0.4196594,0.33788288,0.42332405,0.22154887,0.49457765,0.37558812,0.41786546,1.2717569,0.1955671,0.55887073,0.27535895,1.8270067,0.18351364,0.9601352,0.28266147,1.4446833,0.2147188,0.59376055,0.2591203,1.5760592,0.19523986,0.5822114,0.245885,1.0571299,0.34407786,0.6276144,0.3468807,0.9511845,0.4845315,0.72068536,0.4445323,0.9692789,1.012516,0.9272871,0.60676545,1.0012293,0.5668601,0.73886055,0.43933213
47,0.22819848,0.47032058,0.19555603,0.48611042,0.19701998,0.48802498,0.22137706,0.45076385,0.15151638,0.6023982,0.32385132,0.5790827,0.18304911,0.572715,0.3357565,0.53812104,0.5066199,0.40224758,0.27306592,0.42664176,0.6171897,0.40933976,0.3035632,0.4312021,0.2568883,0.4235502,0.3039376,0.4363413,0.20607169,0.5133038,0.32598406,0.42094177,1.2206798,0.18155044,0.48949564,0.26910508,1.6471654,0.19025353,0.80285877,0.27659553,1.2767624,0.21830118,0.5711962,0.2891985,1.4401274,0.20329046,0.585304,0.24279073,1.0188944,0.39280853,0.61829424,0.30678993,0.9091322,0.66255146,0.7124213,0.4220121,0.9362881,0.72195804,0.83170676,0.5728379,0.95822465,0.5895352,0.72502303,0.50000495
48,0.21515584,0.4841286,0.27710274,0.48924655,0.18304963,0.5160558,0.19523852,0.4854374,0.53361446,0.63878435,0.29955328,0.5641658,0.1722374,0.5865496,0.33004186,0.5394021,0.51523334,0.38119316,0.24877407,0.42088857,0.43832597,0.405252,0.32461664,0.4235323,0.25891614,0.43184245,0.30207282,0.41703916,0.7294857,0.4099091,0.31140727,0.4521097,1.1428196,0.19833823,0.51469517,0.27237916,1.5486287,0.17971787,0.70229053,0.26601496,1.2425256,0.20903113,0.5615053,0.25716743,1.407083,0.19778873,0.54035324,0.25691378,0.9838978,0.42128953,0.57380533,0.34271532,0.8720449,0.5720537,0.7274574,0.41012183,0.9303101,0.7655853,0.8477709,0.63569844,0.9700555,0.5688234,1.3820804,0.3903292
49,0.21723294,0.48959354,0.18851519,0.47669208,0.1569764,0.5291959,0.24911195,0.470232,0.48362932,0.54536474,0.3060168,0.5727339,0.17638159,0.56353307,0.30350044,0.53386366,0.44927073,0.38578874,0.22633469,0.4093284,0.4469395,0.39456698,0.2532103,0.41662478,0.94518226,0.42465842,0.2801776,0.418048,0.52548355,0.41291836,0.29916477,0.42467135,1.1095401,0.20035884,0.5008047,0.26412684,1.4748836,0.17801991,0.6672165,0.2783195,1.2537626,0.20619217,0.539816,0.25955868,1.4212891,0.21975982,0.55380964,0.25008434,0.9600053,0.36997396,0.54779893,0.32033482,1.0562698,0.47068158,0.67132026,0.44743216,0.93481904,0.73484206,0.8117172,0.60134965,0.92873645,0.5595211,1.1570212,0.5054246
50,0.20998877,0.49649522,0.19093592,0.49316993,0.17859195,0.5046316,0.21200599,0.44632545,0.3598603,0.58064955,0.26583126,0.56937635,0.14142638,0.59369993,0.26292846,0.56541044,0.49762258,0.39518392,0.5985197,0.39202684,0.4032902,0.378848,0.24829045,0.48206848,0.7269513,0.3766286,0.2988028,0.42030114,0.45829123,0.44171292,0.27547458,0.43115652,1.0966566,0.18828388,0.4755691,0.27521992,1.4514176,0.18445277,0.67033523,0.27594286,1.1904927,0.20597605,0.5111064,0.25459868,1.3276837,0.20581093,0.5074893,0.24862215,0.895787,0.38926303,1.0427074,0.29304236,1.0165597,0.4056343,1.1133252,0.42865843,1.0184966,0.65897876,0.7588684,0.6830326,0.8998574,0.71575314,1.0081526,0.3785747
51,0.53015614,0.42803034,0.16011944,0.5473222,0.15209182,0.49041632,0.19569993,0.45390794,0.34407458,0.5685975,0.2474275,0.5725286,0.20437834,0.5751161,0.26474074,0.5646904,0.42506933,0.38688514,0.52312374,0.4177601,0.4184806,0.38863263,0.26739407,0.41908422,0.6727144,0.37510222,0.27745137,0.42533398,0.44671324,0.4095464,0.24330162,0.43245566,1.0484257,0.20446758,0.4402922,0.28104165,1.3864827,0.19275342,0.5765104,0.280526,1.0965773,0.20820846,0.51117647,0.25823393,1.334666,0.19940461,0.4771507,0.24875346,0.900065,0.3334322,0.9094961,0.30395946,0.9420839,0.48667675,0.89280653,0.34426197,0.98062223,0.7451264,0.7600973,0.64217615,0.8613696,0.53741336,0.86884594,0.4295071
52,0.4364206,0.50761235,0.40905997,0.44718465,0.6023237,0.47362542,0.19227143,0.50398713,0.35841417,0.54365486,0.25226313,0.57709926,0.138165,0.5923664,0.24110952,0.5335642,0.46916878,0.38658562,0.38387063,0.410206,0.40617412,0.43764785,0.24957459,0.49906337,0.51000726,0.41358134,0.6430712,0.39164048,0.44534725,0.41527298,0.24478483,0.42989957,1.0460405,0.18699741,0.4529427,0.2738062,1.764398,0.15408924,0.551818,0.28657565,1.0639268,0.2304265,0.5031486,0.25440887,1.1901985,0.19953796,0.49616006,0.2533039,0.8524043,0.37113845,0.82351327,0.29342967,0.94007653,0.51710105,0.78997135,0.42585605,0.93924016,0.57005227,1.2652538,0.5399713,0.82586986,0.5037071,0.8530585,0.40565813
53,0.36278686,0.46539328,0.325422,0.43468186,0.47474343,0.4621332,0.16728805,0.46299028,0.29046452,0.6163988,0.19113038,0.56644547,0.15898858,0.5724931,0.45007694,0.53458214,0.36214033,0.43061557,0.34002388,0.42911947,0.36709368,0.39801148,0.7347646,0.39182064,0.56325567,0.38857943,0.4297871,0.40743318,0.3979528,0.4147313,0.2242815,0.4297688,0.9972427,0.20037732,0.41467977,0.27662262,1.5640936,0.154648,0.55681753,0.2834076,1.1621435,0.20577353,1.2320592,0.2290775,1.1632549,0.24316046,1.2679054,0.23158817,0.8794487,0.353993,0.7287153,0.2747063,0.88094985,0.57156086,0.73173076,0.38689193,0.92699015,0.73624814,1.0402806,0.607307,0.8239697,0.49817508,0.7976845,0.40583333
54,0.41916344,0.3868104,0.26982945,0.4321085,0.3977607,0.48602328,0.41597068,0.45590872,0.29755244,0.57624996,0.20477472,0.577983,0.12536407,0.59163463,0.36546895,0.5204032,0.41280648,0.39344168,0.35588202,0.37552795,0.3268266,0.41141984,0.58882374,0.3720082,0.46833318,0.3812269,0.40929416,0.40142095,0.39952767,0.40710187,0.22316672,0.4389827,0.9850179,0.192781,1.0922544,0.23821692,1.4553783,0.15652953,0.54137784,0.2757406,1.6388403,0.1743307,0.9836257,0.21727163,1.1399393,0.20274505,1.0561824,0.22563812,0.8148148,0.34741345,0.7182694,0.30111557,0.8432402,0.5005011,0.70806426,0.3287606,0.8702483,0.64647996,0.99624157,0.58924663,0.7948866,0.57215697,0.7609456,0.41834685
55,0.3438442,0.4062166,0.30682126,0.45048916,0.3852884,0.44950518,0.34395686,0.43899122,0.21040921,0.58978146,0.20794207,0.5698866,0.15002362,0.58152443,0.31201625,0.53238076,0.38029164,0.39225823,0.30924615,0.38376006,0.30863833,0.42197764,0.46723923,0.3711184,0.4654253,0.3912054,0.3678864,0.39523166,0.35567534,0.43188435,0.24543089,0.43321586,0.89366394,0.19447064,0.8297693,0.23544455,1.3237921,0.15981397,0.5187555,0.27695748,1.5719554,0.18121727,0.85862905,0.22687653,1.0482358,0.2041364,0.89566106,0.22012502,1.0474286,0.35246173,0.6505065,0.2828514,0.8162929,0.43621355,0.66877836,0.37240556,0.8708504,0.7588249,0.90702504,0.5096264,0.78353184,0.5137558,0.72069687,0.38461718
56,0.2926961,0.40037122,0.273027,0.45483014,0.32305205,0.49108866,0.2874156,0.4683331,0.2686405,0.55056584,0.21874031,0.5615651,0.13584743,0.6022046,0.3273484,0.5255329,0.3655552,0.39864597,0.3099148,0.3985707,0.31718656,0.42271894,0.46237308,0.35287553,0.43246922,0.39616975,0.35816634,0.39815167,0.34831285,0.45932847,0.4949964,0.4190493,0.9138868,0.19993053,0.8285287,0.24136712,1.2487247,0.16235867,0.54311615,0.26719385,1.4104853,0.18157968,0.795149,0.21275154,1.5043889,0.1853734,0.8810761,0.22314072,0.95558524,0.3087244,0.6204117,0.32540408,0.8193633,0.48354277,0.66215736,0.37813288,0.81910187,0.74399537,0.8629859,0.7125838,0.7317091,0.562473,0.6614688,0.43216714
57,0.2839228,0.42458737,0.22304696,0.46164155,0.29692638,0.47634363,0.23828754,0.4436034,0.21589729,0.5655705,0.1994417,0.5646579,0.48079056,0.56151974,0.28765386,0.5425219,0.33820114,0.39816982,0.31126744,0.38584104,0.2920521,0.44236824,0.39649692,0.3859491,0.42056474,0.38892028,0.31240636,0.38470817,0.35511932,0.445374,0.356512,0.4019247,0.84510547,0.19408473,0.654355,0.23626727,1.1861143,0.15940909,0.45329538,0.2734192,1.365192,0.18338573,0.7551203,0.21210109,1.314887,0.17385249,0.75867784,0.22090691,0.89854765,0.34695163,0.59268546,0.31816155,0.7612212,0.54761755,0.61447924,0.42618927,0.8023671,0.725893,0.8262035,0.57550025,0.7678638,0.5787227,0.660887,0.39730588
